Issue Key,TraceIsFit,TraceFitness,MissingTokens,RemainingTokens,ConsumedTokens,ProducedTokens
W1NNR-178,True,1.0,0,0,23,23
W1NNR-1783,True,1.0,0,0,79,79
W1NNR-1784,True,1.0,0,0,79,79
W1NNR-1785,True,1.0,0,0,79,79
W1NNR-1787,True,1.0,0,0,82,82
W1NNR-1790,True,1.0,0,0,79,79
W1NNR-1791,True,1.0,0,0,79,79
W1NNR-1794,True,1.0,0,0,79,79
W1NNR-1796,True,1.0,0,0,79,79
W1NNR-1797,True,1.0,0,0,53,53
W1NNR-1802,True,1.0,0,0,79,79
W1NNR-1803,True,1.0,0,0,53,53
W1NNR-1804,True,1.0,0,0,55,55
W1NNR-1805,True,1.0,0,0,79,79
W1NNR-1806,True,1.0,0,0,79,79
W1NNR-1807,True,1.0,0,0,79,79
W1NNR-1808,True,1.0,0,0,79,79
W1NNR-1809,True,1.0,0,0,79,79
W1NNR-1814,True,1.0,0,0,79,79
W1NNR-1819,True,1.0,0,0,82,82
W1NNR-1823,True,1.0,0,0,79,79
W1NNR-1824,True,1.0,0,0,79,79
W1NNR-1826,True,1.0,0,0,79,79
W1NNR-1834,True,1.0,0,0,79,79
W1NNR-1836,True,1.0,0,0,79,79
W1NNR-1839,True,1.0,0,0,79,79
W1NNR-1840,True,1.0,0,0,79,79
W1NNR-1844,True,1.0,0,0,79,79
W1NNR-1850,True,1.0,0,0,79,79
W1NNR-1851,True,1.0,0,0,79,79
W1NNR-1855,True,1.0,0,0,53,53
W1NNR-1857,True,1.0,0,0,79,79
W1NNR-1860,True,1.0,0,0,79,79
W1NNR-1861,True,1.0,0,0,79,79
W1NNR-1863,True,1.0,0,0,79,79
W1NNR-1864,True,1.0,0,0,79,79
W1NNR-1865,True,1.0,0,0,79,79
W1NNR-1867,True,1.0,0,0,79,79
W1NNR-1869,True,1.0,0,0,79,79
W1NNR-1870,True,1.0,0,0,79,79
W1NNR-1871,True,1.0,0,0,79,79
W1NNR-1872,True,1.0,0,0,79,79
W1NNR-1873,True,1.0,0,0,79,79
W1NNR-1874,True,1.0,0,0,79,79
W1NNR-1875,True,1.0,0,0,79,79
W1NNR-1876,True,1.0,0,0,79,79
W1NNR-1878,True,1.0,0,0,79,79
W1NNR-1880,True,1.0,0,0,82,82
W1NNR-1881,True,1.0,0,0,79,79
W1NNR-1882,True,1.0,0,0,79,79
W1NNR-1885,True,1.0,0,0,79,79
W1NNR-1886,True,1.0,0,0,79,79
W1NNR-1888,True,1.0,0,0,79,79
W1NNR-1889,True,1.0,0,0,79,79
W1NNR-1890,True,1.0,0,0,79,79
W1NNR-1891,True,1.0,0,0,79,79
W1NNR-1892,True,1.0,0,0,79,79
W1NNR-1893,True,1.0,0,0,79,79
W1NNR-1894,True,1.0,0,0,79,79
W1NNR-1895,True,1.0,0,0,79,79
W1NNR-1896,True,1.0,0,0,79,79
W1NNR-1897,True,1.0,0,0,79,79
W1NNR-1898,True,1.0,0,0,79,79
W1NNR-1899,True,1.0,0,0,79,79
W1NNR-1900,True,1.0,0,0,79,79
W1NNR-1901,True,1.0,0,0,75,75
W1NNR-1905,True,1.0,0,0,79,79
W1NNR-1907,True,1.0,0,0,79,79
W1NNR-1922,True,1.0,0,0,79,79
W1NNR-1924,True,1.0,0,0,73,73
W1NNR-1925,True,1.0,0,0,73,73
W1NNR-1926,True,1.0,0,0,73,73
W1NNR-1927,True,1.0,0,0,73,73
W1NNR-1933,True,1.0,0,0,79,79
W1NNR-1934,True,1.0,0,0,79,79
W1NNR-1935,True,1.0,0,0,79,79
W1NNR-1936,True,1.0,0,0,73,73
W1NNR-1937,True,1.0,0,0,66,66
W1NNR-1938,True,1.0,0,0,79,79
W1NNR-1939,True,1.0,0,0,79,79
W1NNR-1940,True,1.0,0,0,79,79
W1NNR-1956,True,1.0,0,0,79,79
W1NNR-1957,True,1.0,0,0,79,79
W1NNR-1958,True,1.0,0,0,79,79
W1NNR-1959,True,1.0,0,0,79,79
W1NNR-1960,True,1.0,0,0,79,79
W1NNR-1961,True,1.0,0,0,79,79
W1NNR-1962,True,1.0,0,0,79,79
W1NNR-1963,True,1.0,0,0,79,79
W1NNR-1964,True,1.0,0,0,79,79
W1NNR-1965,True,1.0,0,0,79,79
W1NNR-1966,True,1.0,0,0,79,79
W1NNR-1968,True,1.0,0,0,79,79
W1NNR-1972,True,1.0,0,0,79,79
W1NNR-1974,True,1.0,0,0,79,79
W1NNR-1975,True,1.0,0,0,79,79
W1NNR-1976,True,1.0,0,0,79,79
W1NNR-1979,True,1.0,0,0,79,79
W1NNR-1980,True,1.0,0,0,79,79
W1NNR-1981,True,1.0,0,0,79,79
W1NNR-1982,True,1.0,0,0,79,79
W1NNR-1986,True,1.0,0,0,79,79
W1NNR-1990,True,1.0,0,0,53,53
W1NNR-1991,True,1.0,0,0,79,79
W1NNR-1992,True,1.0,0,0,79,79
W1NNR-2,True,1.0,0,0,63,63
W1NNR-20,True,1.0,0,0,55,55
W1NNR-2003,True,1.0,0,0,79,79
W1NNR-2005,True,1.0,0,0,79,79
W1NNR-2006,True,1.0,0,0,72,72
W1NNR-2007,True,1.0,0,0,66,66
W1NNR-2008,True,1.0,0,0,76,76
W1NNR-2009,True,1.0,0,0,66,66
W1NNR-201,True,1.0,0,0,74,74
W1NNR-2010,True,1.0,0,0,66,66
W1NNR-2011,True,1.0,0,0,79,79
W1NNR-2012,True,1.0,0,0,66,66
W1NNR-2016,True,1.0,0,0,68,68
W1NNR-2027,True,1.0,0,0,66,66
W1NNR-2028,True,1.0,0,0,66,66
W1NNR-2029,True,1.0,0,0,60,60
W1NNR-2030,True,1.0,0,0,79,79
W1NNR-2033,True,1.0,0,0,79,79
W1NNR-2036,True,1.0,0,0,78,78
W1NNR-2037,True,1.0,0,0,78,78
W1NNR-2038,True,1.0,0,0,76,76
W1NNR-2039,True,1.0,0,0,78,78
W1NNR-2040,True,1.0,0,0,70,70
W1NNR-2042,True,1.0,0,0,68,68
W1NNR-2044,True,1.0,0,0,68,68
W1NNR-2045,True,1.0,0,0,62,62
W1NNR-2046,True,1.0,0,0,50,50
W1NNR-2047,True,1.0,0,0,56,56
W1NNR-2048,True,1.0,0,0,67,67
W1NNR-2049,True,1.0,0,0,56,56
W1NNR-2050,True,1.0,0,0,66,66
W1NNR-2051,True,1.0,0,0,50,50
W1NNR-2052,True,1.0,0,0,58,58
W1NNR-2057,True,1.0,0,0,58,58
W1NNR-2079,True,1.0,0,0,79,79
W1NNR-2082,True,1.0,0,0,79,79
W1NNR-2083,True,1.0,0,0,79,79
W1NNR-2084,True,1.0,0,0,79,79
W1NNR-2085,True,1.0,0,0,79,79
W1NNR-2098,True,1.0,0,0,79,79
W1NNR-2099,True,1.0,0,0,79,79
W1NNR-21,True,1.0,0,0,59,59
W1NNR-2104,True,1.0,0,0,101,101
W1NNR-2110,True,1.0,0,0,77,77
W1NNR-2111,True,1.0,0,0,66,66
W1NNR-2112,True,1.0,0,0,66,66
W1NNR-2116,True,1.0,0,0,71,71
W1NNR-2120,True,1.0,0,0,53,53
W1NNR-2124,True,1.0,0,0,68,68
W1NNR-2136,True,1.0,0,0,76,76
W1NNR-2144,True,1.0,0,0,95,95
W1NNR-2147,True,1.0,0,0,68,68
W1NNR-2157,True,1.0,0,0,68,68
W1NNR-2161,True,1.0,0,0,68,68
W1NNR-2162,True,1.0,0,0,77,77
W1NNR-217,True,1.0,0,0,70,70
W1NNR-2172,True,1.0,0,0,68,68
W1NNR-2173,True,1.0,0,0,68,68
W1NNR-2174,True,1.0,0,0,66,66
W1NNR-2181,True,1.0,0,0,60,60
W1NNR-2182,True,1.0,0,0,60,60
W1NNR-2183,True,1.0,0,0,60,60
W1NNR-2186,True,1.0,0,0,68,68
W1NNR-2188,True,1.0,0,0,77,77
W1NNR-2192,True,1.0,0,0,60,60
W1NNR-2199,True,1.0,0,0,76,76
W1NNR-22,True,1.0,0,0,58,58
W1NNR-220,True,1.0,0,0,74,74
W1NNR-2200,True,1.0,0,0,60,60
W1NNR-2201,True,1.0,0,0,64,64
W1NNR-2205,True,1.0,0,0,16,16
W1NNR-2206,True,1.0,0,0,56,56
W1NNR-2207,True,1.0,0,0,56,56
W1NNR-2208,True,1.0,0,0,68,68
W1NNR-2212,True,1.0,0,0,68,68
W1NNR-2213,True,1.0,0,0,60,60
W1NNR-2214,True,1.0,0,0,68,68
W1NNR-2216,True,1.0,0,0,63,63
W1NNR-2217,True,1.0,0,0,60,60
W1NNR-2218,True,1.0,0,0,58,58
W1NNR-2219,True,1.0,0,0,76,76
W1NNR-2220,True,1.0,0,0,52,52
W1NNR-2222,True,1.0,0,0,68,68
W1NNR-2223,True,1.0,0,0,52,52
W1NNR-2226,True,1.0,0,0,59,59
W1NNR-2227,True,1.0,0,0,60,60
W1NNR-2234,True,1.0,0,0,68,68
W1NNR-2240,True,1.0,0,0,59,59
W1NNR-2247,True,1.0,0,0,68,68
W1NNR-2248,True,1.0,0,0,68,68
W1NNR-2249,True,1.0,0,0,58,58
W1NNR-225,True,1.0,0,0,30,30
W1NNR-2250,True,1.0,0,0,16,16
W1NNR-2251,True,1.0,0,0,16,16
W1NNR-2252,True,1.0,0,0,16,16
W1NNR-2253,True,1.0,0,0,68,68
W1NNR-2255,True,1.0,0,0,4,4
W1NNR-2257,True,1.0,0,0,64,64
W1NNR-2258,True,1.0,0,0,75,75
W1NNR-2259,True,1.0,0,0,68,68
W1NNR-226,True,1.0,0,0,30,30
W1NNR-2260,True,1.0,0,0,11,11
W1NNR-2262,True,1.0,0,0,52,52
W1NNR-227,True,1.0,0,0,44,44
W1NNR-2270,True,1.0,0,0,56,56
